rank,gloss,train_token_count,train_sample_count,dev_token_count,test_token_count,all_token_count,cumulative_train_token_coverage
578,宣布,50,47,1,1,52,0.8255455674050586
579,考,50,47,3,3,56,0.8259194998279911
580,产品,50,45,3,2,55,0.8262934322509237
581,冠军,49,49,2,3,54,0.8266598860253975
582,画画,49,49,4,3,56,0.8270263397998714
583,网,49,49,12,9,70,0.8273927935743453
584,过程,49,49,2,4,55,0.8277592473488191
585,安慰,49,46,2,2,53,0.828125701123293
586,面,49,46,2,3,54,0.8284921548977668
587,差别,49,45,1,1,51,0.8288586086722407
588,区,49,44,1,1,51,0.8292250624467147
589,减,49,43,3,4,56,0.8295915162211885
590,多媒体,48,48,1,2,51,0.8299504913472038
591,夫妻,48,48,4,7,59,0.8303094664732189
592,委屈,48,48,4,5,57,0.8306684415992341
593,接触,48,48,4,3,55,0.8310274167252494
594,汽车,48,48,1,1,50,0.8313863918512646
595,游泳,48,48,1,2,51,0.8317453669772799
596,胖,48,48,8,11,67,0.8321043421032951
597,辞职,48,48,7,6,61,0.8324633172293103
598,配合,48,48,3,6,57,0.8328222923553256
599,记仇,48,45,4,2,54,0.8331812674813408
600,修,48,42,3,4,55,0.833540242607356
601,弹幕,48,42,2,1,51,0.8338992177333713
602,方,48,42,3,3,54,0.8342581928593864
603,爱-1,48,42,4,5,57,0.8346171679854016
604,万,47,47,8,7,62,0.8349686644629583
605,任务,47,47,4,2,53,0.8353201609405149
606,作业,47,47,1,2,50,0.8356716574180714
607,眼睛,47,47,3,3,53,0.836023153895628
608,糖,47,47,3,4,54,0.8363746503731846
609,输液,47,47,2,4,53,0.8367261468507411
610,还是,47,47,5,8,60,0.8370776433282977
611,项目,47,47,3,6,56,0.8374291398058543
612,得罪,47,45,1,1,49,0.8377806362834108
613,支持,47,44,3,6,56,0.8381321327609674
614,箱子,47,44,2,1,50,0.838483629238524
615,抽血,47,41,3,3,53,0.8388351257160805
616,又,47,39,3,3,53,0.8391866221936372
617,通宵,47,29,1,2,50,0.8395381186711938
618,升,47,27,6,3,56,0.8398896151487503
619,踢足球,46,46,3,5,54,0.8402336329778483
620,还有,46,46,3,5,54,0.8405776508069461
621,复习,46,44,4,5,55,0.8409216686360441
622,生病,46,43,2,4,52,0.841265686465142
623,知识,46,43,7,10,63,0.84160970429424
624,班,46,42,1,2,49,0.8419537221233379
625,4,45,45,3,3,51,0.8422902613039771
626,上网,45,45,3,3,51,0.8426268004846165
627,偶,45,45,3,3,51,0.8429633396652557
628,好吃,45,45,3,5,53,0.843299878845895
629,彩票,45,45,2,3,50,0.8436364180265342
630,怪不得,45,45,1,1,47,0.8439729572071735
631,打扮,45,45,2,2,49,0.8443094963878128
632,最近,45,45,4,4,53,0.8446460355684521
633,联想,45,45,5,4,54,0.8449825747490913
634,见面,45,42,2,3,50,0.8453191139297306
635,集中,45,42,2,4,51,0.8456556531103699
636,照顾,45,41,2,4,51,0.8459921922910092
637,偷,45,39,2,1,48,0.8463287314716484
638,忙,45,39,1,2,48,0.8466652706522877
639,茫然,45,39,4,4,53,0.8470018098329269
640,雪,45,39,5,7,57,0.8473383490135663
641,楼,45,37,4,3,52,0.8476748881942056
642,住,44,44,4,4,52,0.8480039487263862
643,分别,44,44,10,8,62,0.8483330092585668
644,狗,44,44,5,4,53,0.8486620697907474
645,认为,44,44,6,3,53,0.8489911303229281
646,进步,44,44,3,2,49,0.8493201908551087
647,专门,44,40,1,1,46,0.8496492513872893
648,消灭,44,38,2,3,49,0.8499783119194699
649,严格,43,43,3,2,48,0.8502998938031919
650,弱,43,43,5,8,56,0.8506214756869138
651,当面,43,43,5,4,52,0.8509430575706358
652,效果,43,43,3,6,52,0.8512646394543578
653,机器,43,43,6,10,59,0.8515862213380798
654,沉迷,43,43,3,3,49,0.8519078032218017
655,突然,43,43,2,3,48,0.8522293851055237
656,管理,43,43,3,4,50,0.8525509669892457
657,证明,43,43,5,4,52,0.8528725488729677
658,门,43,43,1,2,46,0.8531941307566897
659,题目,43,43,3,2,48,0.8535157126404116
660,圆,43,40,3,5,51,0.8538372945241336
661,空,43,39,6,3,52,0.8541588764078556
662,阶段,43,39,2,4,49,0.8544804582915776
663,个月,43,38,3,3,49,0.8548020401752995
664,火,43,37,1,1,45,0.8551236220590215
665,冷场,42,42,1,2,45,0.8554377252942849
666,失望,42,42,2,1,45,0.8557518285295481
667,存折,42,42,5,4,51,0.8560659317648115
668,强调,42,42,7,7,56,0.8563800350000748
669,承包,42,42,4,5,51,0.8566941382353381
670,担架,42,42,3,3,48,0.8570082414706014
671,深,42,42,3,2,47,0.8573223447058648
672,行为,42,42,3,5,50,0.857636447941128
673,论文,42,42,2,2,46,0.8579505511763914
674,黑,42,42,5,7,54,0.8582646544116547
675,仔细,42,39,5,3,50,0.858578757646918
676,倒,42,39,1,1,44,0.8588928608821814
677,农村,42,39,3,2,47,0.8592069641174447
678,城市,42,39,2,1,45,0.8595210673527081
679,抢,42,38,2,4,48,0.8598351705879713
680,侥幸,42,36,3,3,48,0.8601492738232347
681,固定,41,41,3,3,47,0.8604558984100393
682,大雨,41,41,1,1,43,0.860762522996844
683,所以,41,41,7,4,52,0.8610691475836487
684,手,41,41,1,1,43,0.8613757721704534
685,救,41,41,4,2,47,0.861682396757258
686,申请,41,41,4,5,50,0.8619890213440627
687,肯德基,41,41,2,2,45,0.8622956459308674
688,裤子,41,41,5,8,54,0.862602270517672
689,设计,41,41,3,6,50,0.8629088951044768
690,足够,41,41,3,3,47,0.8632155196912814
691,信息,41,38,3,3,47,0.863522144278086
692,处方,41,38,4,5,50,0.8638287688648907
693,重,41,38,3,3,47,0.8641353934516954
694,喊,41,26,3,6,50,0.8644420180385001
695,企业,40,40,1,2,43,0.8647411639768461
696,味道,40,40,2,3,45,0.8650403099151921
697,笑,40,40,3,3,46,0.8653394558535381
698,表情,40,40,3,3,46,0.8656386017918841
699,辣,40,40,1,2,43,0.8659377477302302
700,主,39,39,4,2,45,0.8662294150201175
701,习惯,39,39,2,4,45,0.8665210823100049
702,动,39,39,1,2,42,0.8668127495998923
703,动车,39,39,2,1,42,0.8671044168897797
704,厨师,39,39,5,7,51,0.8673960841796671
705,国,39,39,6,4,49,0.8676877514695545
706,圈,39,39,1,2,42,0.8679794187594418
707,对象,39,39,3,2,44,0.8682710860493291
708,干,39,39,2,4,45,0.8685627533392165
709,操心,39,39,1,2,42,0.8688544206291039
710,无,39,39,2,1,42,0.8691460879189913
711,治疗,39,39,2,4,45,0.8694377552088787
712,电话,39,39,2,3,44,0.8697294224987661
713,请客,39,39,2,4,45,0.8700210897886534
714,追求,39,39,2,1,42,0.8703127570785407
715,乏味,39,37,2,2,43,0.8706044243684281
716,手术,39,37,3,6,48,0.8708960916583155
717,个,39,36,4,2,45,0.8711877589482029
718,停止,39,36,3,2,44,0.8714794262380903
719,称赞,39,36,6,6,51,0.8717710935279777
720,躲,39,35,7,5,51,0.872062760817865
721,骂,39,32,3,6,48,0.8723544281077523
722,一些,38,38,2,3,43,0.8726386167491811
723,二维码,38,38,5,7,50,0.8729228053906098
724,健康,38,38,4,2,44,0.8732069940320385
725,把握,38,38,0,1,39,0.8734911826734673
726,机会,38,38,1,2,41,0.873775371314896
727,杯子,38,38,7,5,50,0.8740595599563247
728,活,38,38,3,3,44,0.8743437485977534
729,翻脸,38,38,2,3,43,0.8746279372391821
730,场合,38,36,2,3,43,0.8749121258806108
731,文,38,35,3,3,44,0.8751963145220396
732,玻璃,38,35,6,5,49,0.8754805031634683
733,也,38,29,1,2,41,0.875764691804897
734,录取,37,37,3,5,45,0.876041401797867
735,敌人,37,37,4,5,46,0.8763181117908372
736,精彩,37,37,3,2,42,0.8765948217838072
737,表示,37,37,3,3,43,0.8768715317767773
738,西瓜,37,37,2,3,42,0.8771482417697474
739,过期,37,37,3,4,44,0.8774249517627174
740,跑,37,35,1,1,39,0.8777016617556875
741,丑,37,34,2,1,40,0.8779783717486576
742,吸取,37,34,3,5,45,0.8782550817416277
743,惩罚,37,34,3,2,42,0.8785317917345977
744,方面,37,34,2,1,40,0.8788085017275677
745,厂,36,36,2,1,39,0.8790777330720793
746,同事,36,36,3,3,42,0.8793469644165907
747,白内障,36,36,1,2,39,0.8796161957611021
748,程序,36,36,6,6,48,0.8798854271056135
749,穷,36,36,3,3,42,0.8801546584501249
750,米,36,36,3,3,42,0.8804238897946363
751,老实,36,36,2,1,39,0.8806931211391478
752,跟,36,36,6,3,45,0.8809623524836592
753,存,36,33,6,3,45,0.8812315838281706
754,人生,35,35,1,2,38,0.8814933365242233
755,反,35,35,1,2,38,0.8817550892202761
756,吃亏,35,35,3,3,41,0.8820168419163289
757,合适,35,35,3,4,42,0.8822785946123817
758,妻子,35,35,3,2,40,0.8825403473084344
759,接,35,35,1,1,37,0.8828021000044872
760,放假,35,35,1,2,38,0.88306385270054
761,车站,35,35,1,1,37,0.8833256053965928
762,仍然,35,30,1,2,38,0.8835873580926455
763,战争,35,30,1,2,38,0.8838491107886982
764,拍,35,23,2,1,38,0.884110863484751
765,同意,34,34,2,4,40,0.8843651375323451
766,文章,34,34,4,2,40,0.8846194115799393
767,草稿,34,34,1,2,37,0.8848736856275334
768,行李,34,34,1,2,37,0.8851279596751275
769,鼓励,34,34,4,3,41,0.8853822337227216
770,故事,34,32,1,2,37,0.8856365077703158
771,房间,34,31,2,4,40,0.8858907818179099
772,演讲,34,22,3,6,43,0.886145055865504
773,亲切,33,33,9,9,51,0.8863918512646395
774,借,33,33,3,2,38,0.8866386466637749
775,决赛,33,33,4,3,40,0.8868854420629104
776,包括,33,33,2,3,38,0.8871322374620458
777,千,33,33,3,3,39,0.8873790328611814
778,受伤,33,33,2,2,37,0.8876258282603168
779,意见,33,33,4,4,41,0.8878726236594523
780,感情,33,33,5,4,42,0.8881194190585877
781,放弃,33,33,2,4,39,0.8883662144577232
782,春天,33,33,5,4,42,0.8886130098568586
783,标志,33,33,4,2,39,0.8888598052559942
784,退,33,33,1,2,36,0.8891066006551296
785,邮件,33,33,3,3,39,0.8893533960542651
786,军,33,31,6,10,49,0.8896001914534005
787,旧,33,30,2,3,38,0.889846986852536
788,晚,33,30,1,2,36,0.8900937822516715
789,逃,33,24,2,4,39,0.890340577650807
790,防止,33,24,2,4,39,0.8905873730499424
791,优秀,32,32,1,1,34,0.8908266898006192
792,硬,32,32,4,5,41,0.8910660065512961
793,聋,32,32,4,4,40,0.8913053233019729
794,节日,32,32,2,2,36,0.8915446400526497
795,话,32,32,3,2,37,0.8917839568033264
796,饭,32,32,1,2,35,0.8920232735540033
797,9,32,29,1,2,35,0.8922625903046801
798,合同,32,29,3,3,38,0.8925019070553569
799,权力,32,29,3,3,38,0.8927412238060338
800,配,32,29,2,4,38,0.8929805405567106
